text,label,
five al shabaab abductees on police radar after escaping from somalia  via @nancyagutu ,0,
"punish rogue, ill-mannered mca's,
"lupita nyong'o writes children's book, gives it luo name 'sulwe'  via @nancyagutu ",
wycliffe muga: uhuru could use some advice from kibaki  @mugawycliffe ,0,
"lamu petition: twaha opposes timamy's bid for vote recount, scrutiny  ",
revoke transfers of principals with cases of kcse cheating - lonyangapuo  ,0,
"with solar water, trees grow into a sturdy business in western kenya  ",
roselyn akombe promoted to senior un role after exiting iebc  via @nancyagutu ,0,
nature lovers rally to save the last grevy’s zebras standing  ,0,
rt @thestarbreaking: former iebc commissioner roselyn akombe promoted to a senior position at the un after fleeing kenya. ,0,
"marijuana users more likely to feel deceived, alienated - study  ",
rt @wildlifedirect: nature lovers rally to save the last grevy’s zebras standing. #earnyourstripes  via @thestarkeny…,0,
vote: should the four elected house committee chairmen step down on the orders of state house? #starsurvey,0,
"baby dead, four admitted after measles vaccine in bomet  ",
"#safaricomsoyaawards: paralympian samuel muchai, conseslus kipruto fly high  ",
"48 ex-us envoys write to trump, chide him over 'shithole' remark  ",
"only kinoti, mbugua fit for interviews,
"raila escalates oath plan, says will run government from exile  via @rambsnabiswa ",
#corridorsofpower: a senior official from eacc has been overheard swearing that a former politician thought to be r… ,0,
nasa members told to promise they’ll take part in swearing-in  via @kisikasam ,0,
ambitious theo walcott leaves arsenal for everton  @theowalcott ,0,
defiant mps summoned to state house  ,0,
psv night travel ban to end in two weeks’ time – official  via @jamesmurymy ,0,
"70,073 students make the cut for varsity slots  via @xnyaundih ",
in today's star: defiant mps summoned to state house  ,0,
cane farmers reap big from new fast-maturing variety  via @hiltonotenyo ,0,
judiciary to rent lavish house for registrar amadi  via @olickfelix ,0,
confusion reigns as schools register kids for baby class  via @xnyaundih ,0,
okech kendo: kenya power's season of darkness  ,0,
shilling to depreciate as global oil prices expected to go up  via @itsamadala ,0,
mcas escape salary cut after court suspends src’s review  via @mainacarole ,0,
"uhuru's legacy is top priority  ,,
via @ngunjiriwambugu ",0,
njoroge named africa’s central bank governor of the year for the third time  ,0,
farmers threaten to uproot pyrethrum over delayed pay   via @chaimarryann ,0,
mp declines sh2m court award after petition withdrawal  via @hiltonotenyo ,0,
rasanga opens new battlefront with mcas over cabinet names  via @lameckbaraza ,0,
"denmark facebook sex video: more than 1,000 young people charged  ",
"outdated policies, high taxes discourage uptake of solar  via @muhatiaa ",
aflatoxin may hit kitui and meru next month  via @agathangotho ,0,
"‘i pray i never take you for granted,’ @size8reborn says to her husband,
un experts ask kenya to halt sengwer evictions from forest land  ,0,
tilisi to provide low cost warehouses  via @sigei_benard1 ,0,
city hospitals run out of drugs over sh286m debt to kemsa  via @juliusotieno04 ,0,
sh498m fort jesus wall to stop erosion of world heritage site  via @yobramos4 ,0,
nyagarama dismisses 'outrageous' claims of locking out officials  via @agichana ,0,
kwale’s reward: fruit factory for backing jubilee  via @charisuche1 ,0,
sonko's family tussles with kilifi resident over three-acre farm  via @oduorernest ,0,
i’m kenya’s highest-paid artiste — otile brown  via @kalondu_musyimi ,0,
"mentally challenged boy jumps over school fence, goes missing  via @secondiddi ",
sh30 billion arror dam project to start after ruto's intervention  via @sk_rutto ,0,
"kinoti, mbugua were the only qualified applicants,
eu suspends sh3.6 billion water project over sengwer rights abuses  via @nancyagutu ,0,
"night travel ban to be lifted in two weeks, strict rules set  via @jamesmurymy ",
ole lenku gives kws two days to get elephants off farms  via @kmarindany ,0,
"rt @thestarbreaking: night travel ban to be lifted in two weeks after thorough fleet management regulations are set, government says. ",
rt @thestarbreaking: eu suspends sh3.6 billion water project for 11 counties over rights abuses. ,0,
"street light vandals will be arrested and charged, mandago warns  ",
sylvia mulinge seeks to block prosecution for girl's death in accident  ,0,
students who scored c+ and above in kcse to join university  via @xnyaundih ,0,
glamour galore at mother-in-law star ninja's wedding  ,0,
"ex-teso north mp arthur odera loses bid for vote recount, scrutiny  via @faymatete ",
tuju nullifies leadership changes in murang'a assembly  via @alicewangechi ,0,
daudi mwenda: kenya power robbing kenyans blind  ,0,
nasa mps sign affidavit for raila's january 30 oath  via @nancyagutu ,0,
outrage after kfs wardens kill sengwer herder in embobut forest  via @sk_rutto and @rrajab ,0,
rt @thestarbreaking: nasa mps begin signing affidavits supporting raila odinga's oath scheduled for january 30. ,0,
city hall operations disrupted after safaricom cuts internet over sh3.2m debt  via… ,0,
kisumu denies spending sh30m french aid to buy land for garbage  via @alalmaurice ,0,
homa bay traders decry losses after 4-day power outage   via @robertomollo3 ,0,
london's january air quality 'best in 10 years'  ,0,
"editorial cartoon:  #mcas #mcasbehavingbadly fisticuffs, blackmailing governors,
"machakos residents protest lack of fire engine, barricade mombasa road  ",
"review 'costly' psv night travel ban, matatu owners tell ntsa  via @misskinyanjuimo ",
kenya's democratic space shrinking - freedom house report  ,0,
big read: no more darkness as rural kenyans adopt solar power  via @agathangotho ,0,
"franklin bett: ruto should consolidate rift valley, uhuru should strike like lightning  ",
"juja man who killed himself, wife and 3 kids had money problems  ",
special team set up to nab gang eyeing bank clients  ,0,
"watamu tour, boat operators accuse kws of withholding pay  ",
"h&m 'coolest monkey' slogan not racist, says mother of boy featured in ad  ",
"#corridorsofpower: the conspicuous absence of raila’s elder brother, oburu,
"star editorial: finish with cabinet-making, and act on big 4 agenda  ",
marimba sacco touts charged with murder of joseph kiarie  ,0,
"gambling spots den of criminals, nyamira security chiefs say,
"#kcseexamcheating: 1,205 results cancelled over cheating  via @nancyagutu ",
congested mama ngina girls' school gets sh100m for relocation to shimo la tewa  ,0,
"520 litres of illicit brew seized in mavoko, owner evades arrest  ",
rt @thestarbreaking: mama ngina girls high school to be relocated to a 10-acre parcel of land in shima la tewa at sh100 million. ,0,
"'cowardly' igathe betrayed the trust sonko had in him, says ex-speaker magelo  via… ",
"kinoti, dhadho,
ken wafula: the man who braved threats to defend 2007 pev victims at icc  via @nancyagutu… ,0,
court orders arrest of kenyan in rwanda over sh2.7 million theft  ,0,
man ruptures throat by stifling a sneeze  ,0,
gatundu cop detained five days for rape case probe  ,0,
embu elders’ council chair jailed three years for pretending to be advocate  ,0,
"40,000 risk missing kcpe registration in baringo for lack of birth certificates  ",
museveni to officially open fourth eala assembly next week  via @agichana ,0,
"mps defy ruto, refuse to resign  four committee chairmen resist dp's order to quit ",
"'drunk, disorderly' ngelani assistant chief to retire in april  ",
human rights activist ken wafula dies at eldoret hospital  #ripkenwafula ,0,
vote: should the state appoint @igathepolycarp's successor as nairobi deputy governor? #starsurvey,0,
15 nairobi mcas arrested after quarrel with fly540 crew  ,0,
rt @thestarbreaking: human rights activist ken wafula dies of high blood pressure at st luke's hospital in eldoret. ,0,
"bring back igathe, politicians and tycoons urge uhuru,
top cops keep off deputy ig jobs for fear of ‘uhuru men’  ,0,
three suspected thugs shot dead in latest nairobi crime wave  ,0,
nyenze's widow thrashes maluki in wiper's kitui west nominations  ,0,
nairobi water shortage looms as reservoirs drop  ,0,
"mps defy ruto, refuse to resign  ",
"mcas eject pilot from plane, he later flies without them  via @misskinyanjuimo ",
"in today's star: mps defy ruto, refuse to resign  ",
mp mbogo’s squatter headache might affect is political career  via @yobramos4 ,0,
luhyas told to ditch jubilee who ‘used and dumped them’  via @jonaliash ,0,
"tatu city’s inaugural programme graduates 25 artisans, to work on its projects  ",
youth a mirror of society's greed  via @alexawiti ,0,
appeal to arm tana river residents to fight shabaab  via @alphonce2011 ,0,
land compensation along lapsset corridor to start in february  ,0,
charges of nepotism and graft in cec-md tussle at water firm  via @alicewangechi ,0,
pope expresses 'pain and shame' over chile sex abuse scandal  ,0,
ugandan startup to boost kenyan tourism sector by 20 per cent  via @muhatiaa ,0,
"state job brokers delaying cabinet naming, says atwoli  via @hiltonotenyo ",
hawkers row: mandago rejects claims he harassed kikuyus  via @ndanyi_mathews ,0,
"bright, needy students receive tuition to high school  ",
"state failed to defeat militia, locals say needs new strategy  via @ppcheti ",
"many clubs no longer sell shisha, yet bongs displayed  via @misskinyanjuimo ",
will they or will they not support ruto? five debate in church  ,0,
"you can thrive without toppling to the dark side, says @dkkwenyebeat   via @harunmomanyi ",
norwegian accelerator firm pangea in kenya  via @itsamadala ,0,
"inmate dies in hospital hours after failed escape, police launch probe  via @manuelodeny ",
anc accuses wiper of greed for demanding psc positions  via @jonaliash ,0,
us praises kenya for 'exemplary' regional security efforts  via @williammwangijr ,0,
"court upholds tj kajwang election, says ongoro's claims unproven  via @mainacarole ",
nanok reshuffles cabinet days after swearing-in  via @hesbounetyang ,0,
seven ku students charged with burning sh102 million property  via @stanflex ,0,
.@lupita_nyongo misses tickets for opening night  ,0,
in pursuit of power the high stake kenyan election continues into 2018  ,0,
"editorial cartoon: #kituiwestdecides one day (insert wife, son,0
the indian woman who chose bull over marriage  ,0,
"sex toys, bhang among sh13.5m contraband burned in busia  via @chepjayne5 ",
".@mikesonko takes garbage skips to nairobi estates, hires youths  via @monicahmwangi ",
